No errors
No warnings
684 ms
data source=metars
4755 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
CYZY 052149Z AUTO 14003KT 2 1/2SM -SN BKN031 OVC050 M02/M03 A2947 RMK SLP020,CYZY,2019-01-05T21:49:00Z,55.28,-123.12,-2.0,-3.0,140,3,,2.5,29.471457,1002.0,,TRUE,,,,,,,-SN,BKN,3100,OVC,5000,,,,,IFR,,,,,,,,,,,,SPECI,690.0
CWPX 052149Z AUTO 26008KT ////SM //// FEW007 OVC047 M25/M29 A2967,CWPX,2019-01-05T21:49:00Z,69.02,-107.82,-25.0,-29.0,260,8,,,29.66929,,,TRUE,,,,,,,,FEW,700,OVC,4700,,,,,,,,,,,,,,,,,SPECI,165.0
CYBL 052148Z 09005KT 8SM SCT006 BKN011 OVC040 06/05 A2938 RMK SF4SC3SC1 SLP952,CYBL,2019-01-05T21:48:00Z,49.95,-125.27,6.0,5.0,90,5,,8.0,29.379921,995.2,,,,,,,,,,SCT,600,BKN,1100,OVC,4000,,,MVFR,,,,,,,,,,,,SPECI,106.0
KRYY 052148Z VRB06KT 10SM CLR 14/03 A3006 RMK AO2 SLP902 T01390028,KRYY,2019-01-05T21:48:00Z,34.02,-84.6,13.9,2.8,0,6,,10.0,30.059055,990.2,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,317.0
CYPX 052148Z AUTO 18005KT 6SM HZ CLR M31/M34 A2965 RMK SLP045,CYPX,2019-01-05T21:48:00Z,60.03,-77.27,-31.0,-34.0,180,5,,6.0,29.648623,1004.5,,TRUE,,,,,,,HZ,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,23.0
CYQZ 052148Z AUTO 00000KT 1/2SM FZFG SCT002 M01/M01 A2945 RMK SLP999,CYQZ,2019-01-05T21:48:00Z,53.02,-122.52,-1.0,-1.0,0,0,,0.5,29.450787,999.9,,TRUE,,,,,,,FZFG,SCT,200,,,,,,,LIFR,,,,,,,,,,,,SPECI,545.0
CYEN 052148Z AUTO 09005KT 1 3/4SM BR OVC003 M05/M06 A3002 RMK VIS VRB 3/4-3 SLP199,CYEN,2019-01-05T21:48:00Z,49.22,-102.97,-5.0,-6.0,90,5,,1.75,30.02067,1019.9,,TRUE,,,,,,,BR,OVC,300,,,,,,,LIFR,,,,,,,,,,,,SPECI,581.0
EKYT 052148Z AUTO 00000KT 0250 R08L/0400N R26R/0650N FZFG NCD M02/M02 Q1026 R26L/290095,EKYT,2019-01-05T21:48:00Z,57.1,9.87,-2.0,-2.0,0,0,,0.16,30.295275,,,TRUE,,,,,,,FZFG,CLR,,,,,,,,LIFR,,,,,,,,,,,,METAR,3.0
KVSF 052147Z AUTO 00000KT 3/4SM BR FEW002 OVC033 01/01 A2957 RMK AO2 T00110011,KVSF,2019-01-05T21:47:00Z,43.35,-72.52,1.1,1.1,0,0,,0.75,29.568897,,,TRUE,TRUE,,,,,,BR,FEW,200,OVC,3300,,,,,LIFR,,,,,,,,,,,,SPECI,175.0
KFLG 052147Z 20013G20KT 10SM BKN110 06/M06 A3007 RMK AO2,KFLG,2019-01-05T21:47:00Z,35.13,-111.67,6.0,-6.0,200,13,20,10.0,30.070866,,,,TRUE,,,,,,,BKN,11000,,,,,,,VFR,,,,,,,,,,,,SPECI,2134.0
KCQT 052147Z AUTO 13005KT 10SM SCT043 BKN090 OVC110 14/08 A2996 RMK AO2 SLP144 T01440083 ,KCQT,2019-01-05T21:47:00Z,34.02,-118.28,14.4,8.3,130,5,,10.0,29.958662,1014.4,,TRUE,TRUE,,,,,,,SCT,4300,BKN,9000,OVC,11000,,,VFR,,,,,,,,,,,,METAR,56.0
KNYC 052147Z AUTO 4SM -RA BR SCT007 SCT012 OVC022 06/05 A2954 RMK AO2 RAB2058 P0002 $ ,KNYC,2019-01-05T21:47:00Z,40.78,-73.97,6.0,5.0,,,,4.0,29.53937,,,TRUE,TRUE,TRUE,,,,,-RA BR,SCT,700,SCT,1200,OVC,2200,,,MVFR,,,,,,0.02,,,,,,SPECI,11.0
CYKY 052147Z 17019KT 2SM BR OVC002 M05/M06 A2986 RMK ST8 SLP149,CYKY,2019-01-05T21:47:00Z,51.52,-109.17,-5.0,-6.0,170,19,,2.0,29.861221,1014.9,,,,,,,,,BR,OVC,200,,,,,,,LIFR,,,,,,,,,,,,SPECI,694.0
PASH 052147Z AUTO 26010KT 3/4SM HZ VV002 M31/M34 A3013 RMK AO2 FZRANO,PASH,2019-01-05T21:47:00Z,66.27,-166.08,-31.0,-34.0,260,10,,0.75,30.129921,,,TRUE,TRUE,,,,TRUE,,HZ,OVX,0,,,,,,,LIFR,,,,,,,,,,,200,SPECI,2.0
PAMH 052147Z AUTO 00000KT 3SM -SN BR BKN039 OVC049 M24/M27 A2994 RMK AO2 P0000 FZRANO,PAMH,2019-01-05T21:47:00Z,63.9,-152.32,-24.0,-27.0,0,0,,3.0,29.940945,,,TRUE,TRUE,,,,TRUE,,-SN BR,BKN,3900,OVC,4900,,,,,MVFR,,,,,,0.005,,,,,,SPECI,214.0
PAFS 052147Z AUTO 00000KT 9SM -SN BKN030 OVC075 M23/M25 A2998 RMK AO2 P0000 FZRANO,PAFS,2019-01-05T21:47:00Z,63.02,-154.35,-23.0,-25.0,0,0,,9.0,29.97933,,,TRUE,TRUE,,,,TRUE,,-SN,BKN,3000,OVC,7500,,,,,MVFR,,,,,,0.005,,,,,,SPECI,126.0
PAFM 052147Z AUTO 00000KT 2 1/2SM -SN BKN028 BKN038 OVC055 M18/M21 A3006 RMK AO2 P0000 FZRANO,PAFM,2019-01-05T21:47:00Z,67.1,-157.85,-18.0,-21.0,0,0,,2.5,30.059055,,,TRUE,TRUE,,,,TRUE,,-SN,BKN,2800,BKN,3800,OVC,5500,,,IFR,,,,,,0.005,,,,,,SPECI,88.0
KFTG 052147Z 07007KT 10SM SCT120 BKN220 15/M08 A2995,KFTG,2019-01-05T21:47:00Z,39.78,-104.55,15.0,-8.0,70,7,,10.0,29.949802,,,,,,,,,,,SCT,12000,BKN,22000,,,,,VFR,,,,,,,,,,,,METAR,1675.0
KEVB 052147Z 28010G15KT 10SM CLR 19/09 A3002,KEVB,2019-01-05T21:47:00Z,29.05,-80.95,19.0,9.0,280,10,15,10.0,30.02067,,,,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,3.0
KAEG 052147Z 00000KT 10SM BKN170 04/M06 A3015,KAEG,2019-01-05T21:47:00Z,35.13,-106.8,4.0,-6.0,0,0,,10.0,30.15059,,,,,,,,,,,BKN,17000,,,,,,,VFR,,,,,,,,,,,,METAR,1779.0
CZUM 052147Z AUTO VRB02KT 9SM -SN FEW018 OVC048 M07/M09 A2953 RMK SLP037,CZUM,2019-01-05T21:47:00Z,53.53,-64.08,-7.0,-9.0,0,2,,9.0,29.530512,1003.7,,TRUE,,,,,,,-SN,FEW,1800,OVC,4800,,,,,VFR,,,,,,,,,,,,SPECI,440.0
EKKA 052147Z AUTO 00000KT 0250NDV R09R/P2000N R27L/M0250D FG FEW003/// 01/00 Q1025,EKKA,2019-01-05T21:47:00Z,56.3,9.12,1.0,0.0,0,0,,1.24,30.265747,,,TRUE,,,,,,,FG,FEW,300,,,,,,,IFR,,,,,,,,,,,,METAR,52.0
KGYH 052147Z 26004KT 10SM CLR 16/04 A2995,KGYH,2019-01-05T21:47:00Z,34.75,-82.38,16.0,4.0,260,4,,10.0,29.949802,,,,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,292.0
KBVI 052147Z 26007KT 10SM CLR 08/02 A2981 RMK LAST,KBVI,2019-01-05T21:47:00Z,40.77,-80.4,8.0,2.0,260,7,,10.0,29.811024,,,,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,382.0
KSQL 052147Z 17011G22KT 3SM BKN029 BKN035 13/10 A2967,KSQL,2019-01-05T21:47:00Z,37.52,-122.25,13.0,10.0,170,11,22,3.0,29.66929,,,,,,,,,,,BKN,2900,BKN,3500,,,,,MVFR,,,,,,,,,,,,METAR,1.0
KCWA 052147Z 27007G15KT 10SM SCT250 06/00 A2983,KCWA,2019-01-05T21:47:00Z,44.78,-89.67,6.0,0.0,270,7,15,10.0,29.828741,,,,,,,,,,,SCT,25000,,,,,,,VFR,,,,,,,,,,,,METAR,389.0
KTZR 052147Z 24009KT 10SM SKC 08/04 A2989,KTZR,2019-01-05T21:47:00Z,39.9,-83.13,8.0,4.0,240,9,,10.0,29.890747,,,,,,,,,,,SKC,,,,,,,,VFR,,,,,,,,,,,,METAR,276.0
KBJC 052147Z 33004KT 30SM OVC220 13/M07 A2996,KBJC,2019-01-05T21:47:00Z,39.9,-105.1,13.0,-7.0,330,4,,30.0,29.958662,,,,,,,,,,,OVC,22000,,,,,,,VFR,,,,,,,,,,,,METAR,1724.0
PANC 052146Z 00000KT 2SM R07R/1600V2200FT BR BKN002 BKN050 BKN140 M14/M16 A2985 RMK AO2 SNE29 P0000 T11391156 $,PANC,2019-01-05T21:46:00Z,61.17,-150.0,-13.9,-15.6,0,0,,2.0,29.84941,,,,TRUE,TRUE,,,,,BR,BKN,200,BKN,5000,BKN,14000,,,LIFR,,,,,,0.005,,,,,,SPECI,38.0
KTIX 052146Z 30005KT 7SM CLR 22/11 A3001,KTIX,2019-01-05T21:46:00Z,28.5,-80.8,22.0,11.0,300,5,,7.0,30.008858,,,,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,11.0
KMLF 052146Z AUTO 21016KT 10SM CLR 04/M04 A2991 RMK AO2 WSHFT 2132 T00391044 $,KMLF,2019-01-05T21:46:00Z,38.42,-113.02,3.9,-4.4,210,16,,10.0,29.911417,,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,1534.0
KBGM 052146Z 33013G19KT 7SM SCT011 01/M01 A2963 RMK AO2 T00111011,KBGM,2019-01-05T21:46:00Z,42.22,-75.98,1.1,-1.1,330,13,19,7.0,29.630905,,,,TRUE,,,,,,,SCT,1100,,,,,,,VFR,,,,,,,,,,,,SPECI,490.0
PFYU 052146Z 03003KT 3SM BR OVC003 M27/M29 A3007 RMK AO2,PFYU,2019-01-05T21:46:00Z,66.57,-145.27,-27.0,-29.0,30,3,,3.0,30.070866,,,,TRUE,,,,,,BR,OVC,300,,,,,,,LIFR,,,,,,,,,,,,METAR,131.0
KVCV 052146Z 16025G36KT 10SM OVC100 A2989,KVCV,2019-01-05T21:46:00Z,34.58,-117.38,,,160,25,36,10.0,29.890747,,,,,,,,,,,OVC,10000,,,,,,,VFR,,,,,,,,,,,,METAR,876.0
KCVO 052146Z AUTO 08007KT 5SM BR OVC003 06/06 A2938 RMK AO2 RAE29 P0000,KCVO,2019-01-05T21:46:00Z,44.5,-123.27,6.0,6.0,80,7,,5.0,29.379921,,,TRUE,TRUE,,,,,,BR,OVC,300,,,,,,,LIFR,,,,,,0.005,,,,,,METAR,75.0
CYWE 052146Z AUTO 26002KT 9SM -SN OVC012 M19/M21 A2984 RMK ICG INTMT SLP154,CYWE,2019-01-05T21:46:00Z,64.18,-114.08,-19.0,-21.0,260,2,,9.0,29.840551,1015.4,,TRUE,,,,,,,-SN,OVC,1200,,,,,,,MVFR,,,,,,,,,,,,SPECI,371.0
PAKU 052145Z 29004KT 10SM R24/P6000FT FEW250 M33/M36 A3011,PAKU,2019-01-05T21:45:00Z,70.32,-149.58,-33.0,-36.0,290,4,,10.0,30.109253,,,,,,,,,,,FEW,25000,,,,,,,VFR,,,,,,,,,,,,METAR,2.0
KMWA 052145Z 22010KT 20SM SKC 14/04 A3004,KMWA,2019-01-05T21:45:00Z,37.77,-89.02,14.0,4.0,220,10,,20.0,30.041338,,,,,,,,,,,SKC,,,,,,,,VFR,,,,,,,,,,,,METAR,144.0
KSCH 052145Z 00000KT 10SM CLR 03/01 A2959,KSCH,2019-01-05T21:45:00Z,42.85,-73.92,3.0,1.0,0,0,,10.0,29.589567,,,,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,115.0
KANE 052145Z 33008KT 10SM FEW250 07/00 A2995,KANE,2019-01-05T21:45:00Z,45.15,-93.22,7.0,0.0,330,8,,10.0,29.949802,,,,,,,,,,,FEW,25000,,,,,,,VFR,,,,,,,,,,,,METAR,278.0
KSWF 052145Z 06005KT 2 1/2SM -RA BR BKN005 OVC010 05/05 A2955,KSWF,2019-01-05T21:45:00Z,41.5,-74.08,5.0,5.0,60,5,,2.5,29.551182,,,,,,,,,,-RA BR,BKN,500,OVC,1000,,,,,IFR,,,,,,,,,,,,METAR,150.0
KJVL 052145Z 25006KT 10SM FEW200 09/02 A2987,KJVL,2019-01-05T21:45:00Z,42.62,-89.05,9.0,2.0,250,6,,10.0,29.870079,,,,,,,,,,,FEW,20000,,,,,,,VFR,,,,,,,,,,,,METAR,246.0
KESN 052145Z 28009G15KT 10SM SCT022 BKN055 09/07 A2968,KESN,2019-01-05T21:45:00Z,38.8,-76.07,9.0,7.0,280,9,15,10.0,29.681103,,,,,,,,,,,SCT,2200,BKN,5500,,,,,VFR,,,,,,,,,,,,METAR,22.0
KBAK 052145Z 22007KT 10SM SKC 11/02 A2996,KBAK,2019-01-05T21:45:00Z,39.27,-85.9,11.0,2.0,220,7,,10.0,29.958662,,,,,,,,,,,SKC,,,,,,,,VFR,,,,,,,,,,,,METAR,200.0
CMGB 052145Z AUTO 35002KT 02/00 RMK AO1 SOG 06 3003 SLP027 T00160000,CMGB,2019-01-05T21:45:00Z,45.37,-72.77,1.6,0.0,350,2,,,,1002.7,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,86.0
KBBG 052145Z 00000KT 10SM SKC 18/01 A3007,KBBG,2019-01-05T21:45:00Z,36.53,-93.2,18.0,1.0,0,0,,10.0,30.070866,,,,,,,,,,,SKC,,,,,,,,VFR,,,,,,,,,,,,METAR,397.0
CWPF 052145Z AUTO 34008KT 08/04 RMK AO1 T00820038,CWPF,2019-01-05T21:45:00Z,48.43,-123.43,8.2,3.8,340,8,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,12.0
KIXA 052145Z AUTO 28006G14KT 10SM CLR 13/06 A2977 RMK AO2,KIXA,2019-01-05T21:45:00Z,36.33,-77.63,13.0,6.0,280,6,14,10.0,29.769686,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,44.0
KHNZ 052145Z AUTO 27006KT 10SM CLR 13/00 A2979 RMK AO2 T01270002,KHNZ,2019-01-05T21:45:00Z,36.37,-78.53,12.7,0.2,270,6,,10.0,29.790354,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,161.0
KBOW 052145Z 28010KT 10SM SKC 18/12 A3004,KBOW,2019-01-05T21:45:00Z,27.93,-81.77,18.0,12.0,280,10,,10.0,30.041338,,,,,,,,,,,SKC,,,,,,,,VFR,,,,,,,,,,,,METAR,39.0
KATW 052145Z 27011KT 10SM SCT120 07/M03 A2978,KATW,2019-01-05T21:45:00Z,44.27,-88.52,7.0,-3.0,270,11,,10.0,29.778543,,,,,,,,,,,SCT,12000,,,,,,,VFR,,,,,,,,,,,,METAR,280.0
KSAW 052145Z 32009KT 3SM -SN OVC008 01/00 A2977,KSAW,2019-01-05T21:45:00Z,46.35,-87.4,1.0,0.0,320,9,,3.0,29.769686,,,,,,,,,,-SN,OVC,800,,,,,,,IFR,,,,,,,,,,,,METAR,372.0
KOUN 052145Z 13012KT 10SM CLR 18/04 A2999,KOUN,2019-01-05T21:45:00Z,35.25,-97.47,18.0,4.0,130,12,,10.0,29.991142,,,,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,357.0
PHJH 052145Z AUTO 05014KT 10SM FEW030 SCT040 25/16 A3012,PHJH,2019-01-05T21:45:00Z,20.97,-156.67,25.0,16.0,50,14,,10.0,30.121063,,,TRUE,,,,,,,,FEW,3000,SCT,4000,,,,,VFR,,,,,,,,,,,,METAR,78.0
SBPB 052145Z 08013KT 9999 SCT017 BKN090 29/22 Q1010,SBPB,2019-01-05T21:45:00Z,-2.92,-41.75,29.0,22.0,80,13,,6.21,29.822834,,,,,,,,,,,SCT,1700,BKN,9000,,,,,VFR,,,,,,,,,,,,SPECI,5.0
KTTA 052145Z AUTO 28007G16KT 10SM CLR 16/02 A2983 RMK AO2 T01560015,KTTA,2019-01-05T21:45:00Z,35.58,-79.1,15.6,1.5,280,7,16,10.0,29.828741,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,75.0
KSIF 052145Z AUTO 10SM CLR 15/00 A2984 RMK AO2 T01450000,KSIF,2019-01-05T21:45:00Z,36.43,-79.85,14.5,0.0,,,,10.0,29.840551,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,211.0
KGYY 052145Z 24008KT 15SM SKC 12/02 A2989,KGYY,2019-01-05T21:45:00Z,41.62,-87.42,12.0,2.0,240,8,,15.0,29.890747,,,,,,,,,,,SKC,,,,,,,,VFR,,,,,,,,,,,,METAR,180.0
KEHO 052145Z AUTO 24004KT 10SM CLR 15/02 A2993 RMK AO2 T01530016,KEHO,2019-01-05T21:45:00Z,35.25,-81.6,15.3,1.6,240,4,,10.0,29.929134,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,258.0
CYPA 052145Z 12004KT 15SM BKN012 BKN100 M13/M15 A3009 RMK SC6AC1 SLP228,CYPA,2019-01-05T21:45:00Z,53.22,-105.67,-13.0,-15.0,120,4,,15.0,30.088583,1022.8,,,,,,,,,,BKN,1200,BKN,10000,,,,,MVFR,,,,,,,,,,,,SPECI,428.0
PAVC 052145Z AUTO 15014G19KT 120V180 10SM FEW023 BKN030 OVC047 03/M02 A2981 RMK AO2 RAE40 P0000,PAVC,2019-01-05T21:45:00Z,55.12,-162.27,3.0,-2.0,150,14,19,10.0,29.811024,,,TRUE,TRUE,,,,,,,FEW,2300,BKN,3000,OVC,4700,,,MVFR,,,,,,0.005,,,,,,SPECI,47.0
PALP 052145Z 19006KT 15SM SKC M34/M38 A3011,PALP,2019-01-05T21:45:00Z,70.33,-150.93,-34.0,-38.0,190,6,,15.0,30.109253,,,,,,,,,,,SKC,,,,,,,,VFR,,,,,,,,,,,,METAR,5.0
PAIG 052145Z AUTO 23004KT 3/4SM BR OVC002 M11/M11 A2994 RMK AO2 FZRANO $,PAIG,2019-01-05T21:45:00Z,59.32,-155.9,-11.0,-11.0,230,4,,0.75,29.940945,,,TRUE,TRUE,TRUE,,,TRUE,,BR,OVC,200,,,,,,,LIFR,,,,,,,,,,,,METAR,28.0
KMWC 052145Z 27011KT 10SM SKC 09/M02 A2983,KMWC,2019-01-05T21:45:00Z,43.12,-88.03,9.0,-2.0,270,11,,10.0,29.828741,,,,,,,,,,,SKC,,,,,,,,VFR,,,,,,,,,,,,METAR,227.0
PAAK 052144Z AUTO 21013G17KT 2 1/2SM -SN FEW011 BKN038 OVC095 00/M03 A2952 RMK AO2 UPB30E34SNE05B34 P0000 FZRANO,PAAK,2019-01-05T21:44:00Z,52.22,-174.2,0.0,-3.0,210,13,17,2.5,29.518702,,,TRUE,TRUE,,,,TRUE,,-SN,FEW,1100,BKN,3800,OVC,9500,,,IFR,,,,,,0.005,,,,,,SPECI,17.0
KQVF 052144Z AUTO 00000KT SCT017 26/25 A2987 RMK AO2 SLP115 WND DATA ESTMD PWINO $,KQVF,2019-01-05T21:44:00Z,,,26.0,25.0,0,0,,,29.870079,1011.5,,TRUE,TRUE,TRUE,,,,TRUE,,SCT,1700,,,,,,,,,,,,,,,,,,,SPECI,
KACK 052144Z 03019KT 1 3/4SM +RA BR BKN004 OVC008 06/06 A2935 RMK AO2 PK WND 02031/2118 RAE06B21 P0020 T00610061,KACK,2019-01-05T21:44:00Z,41.25,-70.07,6.1,6.1,30,19,,1.75,29.350393,,,,TRUE,,,,,,+RA BR,BKN,400,OVC,800,,,,,LIFR,,,,,,0.2,,,,,,METAR,16.0
CYYU 052144Z 02008KT 2SM -SN BKN010 OVC018 M03/M06 A2974 RMK SN1SC4SC3 SLP086,CYYU,2019-01-05T21:44:00Z,49.42,-82.47,-3.0,-6.0,20,8,,2.0,29.740158,1008.6,,,,,,,,,-SN,BKN,1000,OVC,1800,,,,,IFR,,,,,,,,,,,,SPECI,227.0
KBDE 052144Z AUTO 32012KT 10SM SCT014 M06/M09 A3002 RMK AO2 T10611089,KBDE,2019-01-05T21:44:00Z,48.73,-94.62,-6.1,-8.9,320,12,,10.0,30.02067,,,TRUE,TRUE,,,,,,,SCT,1400,,,,,,,VFR,,,,,,,,,,,,METAR,329.0
KGKJ 052144Z AUTO 22004KT 7SM SCT016 03/01 A2977 RMK AO2 T00280011 TSNO,KGKJ,2019-01-05T21:44:00Z,41.63,-80.22,2.8,1.1,220,4,,7.0,29.769686,,,TRUE,TRUE,,,TRUE,,,,SCT,1600,,,,,,,VFR,,,,,,,,,,,,METAR,428.0
PALH 052143Z 00000KT 1/2SM BR SCT002 M14/M16 A2987 RMK AO2 SFC VIS 5 T11391161 $,PALH,2019-01-05T21:43:00Z,61.18,-149.97,-13.9,-16.1,0,0,,0.5,29.870079,,,,TRUE,TRUE,,,,,BR,SCT,200,,,,,,,LIFR,,,,,,,,,,,,SPECI,22.0
PAEN 052143Z 00000KT 3/4SM BR VV002 M14/M15 A2988 RMK AO2 FGBNK S-N T11391150 $,PAEN,2019-01-05T21:43:00Z,60.57,-151.25,-13.9,-15.0,0,0,,0.75,29.878937,,,,TRUE,TRUE,,,,,BR,OVX,0,,,,,,,LIFR,,,,,,,,,,,200,SPECI,27.0
KSBP 052143Z 16006KT 5SM -RA BR OVC055 11/09 A2988 RMK AO2 P0027 T01060089,KSBP,2019-01-05T21:43:00Z,35.23,-120.63,10.6,8.9,160,6,,5.0,29.878937,,,,TRUE,,,,,,-RA BR,OVC,5500,,,,,,,MVFR,,,,,,0.27,,,,,,SPECI,59.0
KRBL 052143Z AUTO 22006KT 1SM RA BR OVC005 05/04 A2961 RMK AO2 PRESFR P0017 T00500039,KRBL,2019-01-05T21:43:00Z,40.15,-122.25,5.0,3.9,220,6,,1.0,29.610237,,,TRUE,TRUE,,,,,,RA BR,OVC,500,,,,,,,IFR,,,,,,0.17,,,,,,SPECI,104.0
KDYL 052143Z AUTO 32008KT 10SM FEW013 SCT060 BKN085 07/05 A2955 RMK AO2 T00720050 $,KDYL,2019-01-05T21:43:00Z,40.33,-75.12,7.2,5.0,320,8,,10.0,29.551182,,,TRUE,TRUE,TRUE,,,,,,FEW,1300,SCT,6000,BKN,8500,,,VFR,,,,,,,,,,,,SPECI,117.0
KANJ 052143Z AUTO 00000KT 4SM BR SCT004 OVC009 02/01 A2966 RMK AO2 T00170006,KANJ,2019-01-05T21:43:00Z,46.47,-84.37,1.7,0.6,0,0,,4.0,29.660433,,,TRUE,TRUE,,,,,,BR,SCT,400,OVC,900,,,,,IFR,,,,,,,,,,,,SPECI,218.0
