No errors
No warnings
589 ms
data source=metars
4601 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
K40B 140316Z AUTO 00000KT M25/M27 A3032 RMK AO1 SLP314 T12481270 56005 60013 ,K40B,2019-01-14T03:16:00Z,46.62,-69.52,-24.8,-27.0,0,0,,,30.318897,1031.4,,TRUE,TRUE,,,,,,,,,,,,,,,,-0.5,,,,,,0.13,,,,,METAR,314.0
KORC 140315Z AUTO 23014G17KT 10SM OVC012 M01/M03 A3031 RMK AO2,KORC,2019-01-14T03:15:00Z,42.97,-96.07,-1.0,-3.0,230,14,17,10.0,30.31004,,,TRUE,TRUE,,,,,,,OVC,1200,,,,,,,MVFR,,,,,,,,,,,,METAR,431.0
K1S5 140315Z AUTO 22004KT 5SM BR OVC005 00/00 A3038 RMK AO2 T00000000,K1S5,2019-01-14T03:15:00Z,46.33,-119.97,0.0,0.0,220,4,,5.0,30.380905,,,TRUE,TRUE,,,,,,BR,OVC,500,,,,,,,IFR,,,,,,,,,,,,SPECI,234.0
KCLI 140315Z AUTO 26004KT 10SM OVC014 M04/M07 A3037 RMK AO2 T10411075,KCLI,2019-01-14T03:15:00Z,44.62,-88.73,-4.1,-7.5,260,4,,10.0,30.369095,,,TRUE,TRUE,,,,,,,OVC,1400,,,,,,,MVFR,,,,,,,,,,,,SPECI,250.0
KEGV 140315Z AUTO 23003KT 10SM CLR M10/M11 A3024 RMK AO2 T11051110,KEGV,2019-01-14T03:15:00Z,45.93,-89.27,-10.5,-11.0,230,3,,10.0,30.239174,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,500.0
KIFA 140315Z AUTO 19007KT 7SM CLR M05/M06 A3038 RMK AO2 T10551063,KIFA,2019-01-14T03:15:00Z,42.47,-93.27,-5.5,-6.3,190,7,,7.0,30.380905,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,347.0
KRPD 140315Z AUTO 17006KT 10SM OVC022 M02/M04 A3030 RMK AO2 T10171040,KRPD,2019-01-14T03:15:00Z,45.42,-91.77,-1.7,-4.0,170,6,,10.0,30.301182,,,TRUE,TRUE,,,,,,,OVC,2200,,,,,,,MVFR,,,,,,,,,,,,SPECI,338.0
KRRL 140315Z AUTO 00000KT 10SM CLR M06/M08 A3031 RMK AO2 T10631079 TSNO,KRRL,2019-01-14T03:15:00Z,45.2,-89.72,-6.3,-7.9,0,0,,10.0,30.31004,,,TRUE,TRUE,,,TRUE,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,401.0
KUNU 140315Z AUTO 00000KT 10SM OVC014 M04/M07 A3039 RMK AO2 T10451070 TSNO,KUNU,2019-01-14T03:15:00Z,43.42,-88.7,-4.5,-7.0,0,0,,10.0,30.389763,,,TRUE,TRUE,,,TRUE,,,,OVC,1400,,,,,,,MVFR,,,,,,,,,,,,SPECI,285.0
KMAO 140315Z AUTO 33007KT 10SM OVC008 03/02 A3020 RMK AO2,KMAO,2019-01-14T03:15:00Z,34.18,-79.33,3.0,2.0,330,7,,10.0,30.200787,,,TRUE,TRUE,,,,,,,OVC,800,,,,,,,IFR,,,,,,,,,,,,SPECI,28.0
KGPH 140315Z AUTO 00000KT 10SM OVC013 M01/M03 A3046 RMK AO2,KGPH,2019-01-14T03:15:00Z,39.33,-94.32,-1.0,-3.0,0,0,,10.0,30.46063,,,TRUE,TRUE,,,,,,,OVC,1300,,,,,,,MVFR,,,,,,,,,,,,SPECI,235.0
KAID 140315Z AUTO 00000KT 10SM CLR M07/M08 A3033 RMK AO2 T10691082,KAID,2019-01-14T03:15:00Z,40.12,-85.62,-6.9,-8.2,0,0,,10.0,30.33071,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,280.0
KDCM 140315Z AUTO 01003KT 10SM OVC006 02/02 A3020 RMK AO2,KDCM,2019-01-14T03:15:00Z,34.78,-81.2,2.0,2.0,10,3,,10.0,30.200787,,,TRUE,TRUE,,,,,,,OVC,600,,,,,,,IFR,,,,,,,,,,,,SPECI,200.0
KSPA 140315Z AUTO 00000KT 10SM OVC007 03/01 A3018 RMK AO2,KSPA,2019-01-14T03:15:00Z,34.92,-81.93,3.0,1.0,0,0,,10.0,30.180119,,,TRUE,TRUE,,,,,,,OVC,700,,,,,,,IFR,,,,,,,,,,,,SPECI,303.0
KPLD 140315Z AUTO 00000KT 7SM CLR M07/M07 A3033 RMK AO2,KPLD,2019-01-14T03:15:00Z,40.45,-84.98,-7.0,-7.0,0,0,,7.0,30.33071,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,282.0
KPGV 140315Z AUTO 34008KT 10SM OVC009 02/01 A3016 RMK AO2,KPGV,2019-01-14T03:15:00Z,35.62,-77.4,2.0,1.0,340,8,,10.0,30.159449,,,TRUE,TRUE,,,,,,,OVC,900,,,,,,,IFR,,,,,,,,,,,,SPECI,8.0
KPBH 140315Z AUTO 22006KT 10SM OVC016 M05/M06 A3026 RMK AO2 T10461065,KPBH,2019-01-14T03:15:00Z,45.7,-90.4,-4.6,-6.5,220,6,,10.0,30.259842,,,TRUE,TRUE,,,,,,,OVC,1600,,,,,,,MVFR,,,,,,,,,,,,SPECI,449.0
KLUL 140315Z AUTO 33007KT OVC018 05/01 A3035 RMK AO2 T00500013,KLUL,2019-01-14T03:15:00Z,31.67,-89.17,5.0,1.3,330,7,,,30.351377,,,TRUE,TRUE,,,,,,,OVC,1800,,,,,,,,,,,,,,,,,,,SPECI,73.0
KLQK 140315Z AUTO 00000KT 5SM BR OVC003 04/04 A3016 RMK AO2 T00420042,KLQK,2019-01-14T03:15:00Z,34.82,-82.7,4.2,4.2,0,0,,5.0,30.159449,,,TRUE,TRUE,,,,,,BR,OVC,300,,,,,,,LIFR,,,,,,,,,,,,SPECI,309.0
KCKM 140315Z AUTO 32006KT 10SM 06/03 A3039 RMK A01,KCKM,2019-01-14T03:15:00Z,34.3,-90.52,6.0,3.0,320,6,,10.0,30.389763,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,53.0
KC62 140315Z AUTO 00000KT 10SM CLR M06/M11 A3033 RMK AO2 T10651110,KC62,2019-01-14T03:15:00Z,41.47,-85.25,-6.5,-11.0,0,0,,10.0,30.33071,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,306.0
KSUW 140315Z AUTO 24010KT 10SM OVC019 00/M03 A3024 RMK AO2 T00011030,KSUW,2019-01-14T03:15:00Z,46.68,-92.1,0.1,-3.0,240,10,,10.0,30.239174,,,TRUE,TRUE,,,,,,,OVC,1900,,,,,,,MVFR,,,,,,,,,,,,SPECI,206.0
KMBY 140315Z AUTO 00000KT 10SM OVC013 M01/M03 A3043 RMK AO2,KMBY,2019-01-14T03:15:00Z,39.47,-92.43,-1.0,-3.0,0,0,,10.0,30.431103,,,TRUE,TRUE,,,,,,,OVC,1300,,,,,,,MVFR,,,,,,,,,,,,METAR,264.0
KGGI 140315Z AUTO 21005KT 2 1/2SM BR CLR M08/M08 A3041 RMK AO2 T10761080,KGGI,2019-01-14T03:15:00Z,41.72,-92.73,-7.6,-8.0,210,5,,2.5,30.410433,,,TRUE,TRUE,,,,,,BR,CLR,,,,,,,,IFR,,,,,,,,,,,,SPECI,307.0
KEZS 140315Z AUTO 23004KT 10SM OVC016 M03/M07 A3036 RMK AO2 T10351066,KEZS,2019-01-14T03:15:00Z,44.78,-88.57,-3.5,-6.6,230,4,,10.0,30.360237,,,TRUE,TRUE,,,,,,,OVC,1600,,,,,,,MVFR,,,,,,,,,,,,SPECI,248.0
KSPF 140315Z AUTO 25004KT 10SM CLR 02/M12 A3015 RMK AO2 PWINO,KSPF,2019-01-14T03:15:00Z,44.47,-103.77,2.0,-12.0,250,4,,10.0,30.15059,,,TRUE,TRUE,,,,,TRUE,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,1188.0
KPRO 140315Z AUTO 00000KT 1 3/4SM BR VV007 M11/M11 A3040 RMK AO2 T11061112,KPRO,2019-01-14T03:15:00Z,41.83,-94.17,-10.6,-11.2,0,0,,1.75,30.398623,,,TRUE,TRUE,,,,,,BR,OVX,0,,,,,,,LIFR,,,,,,,,,,,700,SPECI,308.0
KEOE 140315Z AUTO 36003KT 10SM OVC004 03/03 A3023 RMK AO2,KEOE,2019-01-14T03:15:00Z,34.32,-81.63,3.0,3.0,360,3,,10.0,30.230314,,,TRUE,TRUE,,,,,,,OVC,400,,,,,,,LIFR,,,,,,,,,,,,SPECI,174.0
KDYA 140315Z AUTO 30005KT 10SM OVC022 06/02 A3033 RMK AO2 T00630023,KDYA,2019-01-14T03:15:00Z,32.47,-87.95,6.3,2.3,300,5,,10.0,30.33071,,,TRUE,TRUE,,,,,,,OVC,2200,,,,,,,MVFR,,,,,,,,,,,,SPECI,34.0
KSDC 140315Z AUTO 07005KT 10SM OVC012 M06/M10 A3042 RMK AO2,KSDC,2019-01-14T03:15:00Z,43.23,-77.12,-6.0,-10.0,70,5,,10.0,30.41929,,,TRUE,TRUE,,,,,,,OVC,1200,,,,,,,MVFR,,,,,,,,,,,,SPECI,129.0
KRCX 140315Z AUTO 19005KT 10SM OVC020 M03/M05 A3031 RMK AO2 T10291054,KRCX,2019-01-14T03:15:00Z,45.5,-91.0,-2.9,-5.4,190,5,,10.0,30.31004,,,TRUE,TRUE,,,,,,,OVC,2000,,,,,,,MVFR,,,,,,,,,,,,SPECI,377.0
KRCM 140315Z AUTO 00000KT 10SM OVC013 M01/M03 A3045 RMK AO2,KRCM,2019-01-14T03:15:00Z,38.78,-93.8,-1.0,-3.0,0,0,,10.0,30.448818,,,TRUE,TRUE,,,,,,,OVC,1300,,,,,,,MVFR,,,,,,,,,,,,SPECI,244.0
KGAF 140315Z AUTO 29004KT 5SM BR OVC009 M05/M05 A3023 RMK AO2 PWINO,KGAF,2019-01-14T03:15:00Z,48.4,-97.37,-5.0,-5.0,290,4,,5.0,30.230314,,,TRUE,TRUE,,,,,TRUE,BR,OVC,900,,,,,,,IFR,,,,,,,,,,,,SPECI,252.0
KD57 140315Z AUTO 00000KT 10SM CLR M09/M11 A3015 RMK AO2 PWINO,KD57,2019-01-14T03:15:00Z,46.82,-101.87,-9.0,-11.0,0,0,,10.0,30.15059,,,TRUE,TRUE,,,,,TRUE,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,637.0
KBNL 140315Z AUTO 29005KT 10SM OVC011 07/05 A3020 RMK AO2,KBNL,2019-01-14T03:15:00Z,33.25,-81.38,7.0,5.0,290,5,,10.0,30.200787,,,TRUE,TRUE,,,,,,,OVC,1100,,,,,,,MVFR,,,,,,,,,,,,SPECI,75.0
KVNC 140315Z AUTO 00000KT 10SM FEW006 BKN024 BKN050 20/20 A3017 RMK AO2,KVNC,2019-01-14T03:15:00Z,27.07,-82.43,20.0,20.0,0,0,,10.0,30.171259,,,TRUE,TRUE,,,,,,,FEW,600,BKN,2400,BKN,5000,,,MVFR,,,,,,,,,,,,METAR,6.0
KOIN 140315Z AUTO 22008KT 1SM BR OVC003 M01/M01 A3037 RMK AO1 T10121013,KOIN,2019-01-14T03:15:00Z,39.83,-100.53,-1.2,-1.3,220,8,,1.0,30.369095,,,TRUE,TRUE,,,,,,BR,OVC,300,,,,,,,LIFR,,,,,,,,,,,,METAR,824.0
KLUX 140315Z AUTO 00000KT 3SM BR OVC003 03/03 A3019 RMK AO2,KLUX,2019-01-14T03:15:00Z,34.5,-81.95,3.0,3.0,0,0,,3.0,30.188976,,,TRUE,TRUE,,,,,,BR,OVC,300,,,,,,,LIFR,,,,,,,,,,,,METAR,213.0
KGEV 140315Z AUTO 00000KT 1/4SM FZFG OVC003 00/00 A3009 RMK AO2 T10041004,KGEV,2019-01-14T03:15:00Z,36.43,-81.42,-0.4,-0.4,0,0,,0.25,30.088583,,,TRUE,TRUE,,,,,,FZFG,OVC,300,,,,,,,LIFR,,,,,,,,,,,,METAR,969.0
KSIF 140315Z AUTO 10SM BKN010 OVC014 01/00 A3021 RMK AO2 T00050000,KSIF,2019-01-14T03:15:00Z,36.43,-79.85,0.5,0.0,,,,10.0,30.209646,,,TRUE,TRUE,,,,,,,BKN,1000,OVC,1400,,,,,MVFR,,,,,,,,,,,,SPECI,211.0
CYXT 140315Z 08002KT 1 1/2SM -RA BR SCT003 OVC050 01/01 A3016 RMK SF3SC5 SLP226,CYXT,2019-01-14T03:15:00Z,54.47,-128.57,1.0,1.0,80,2,,1.5,30.159449,1022.6,,,,,,,,,-RA BR,SCT,300,OVC,5000,,,,,IFR,,,,,,,,,,,,SPECI,217.0
KCIN 140315Z AUTO 22009KT 6SM BR CLR M06/M06 A3037 RMK AO2,KCIN,2019-01-14T03:15:00Z,42.03,-94.77,-6.0,-6.0,220,9,,6.0,30.369095,,,TRUE,TRUE,,,,,,BR,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,375.0
KCGC 140315Z AUTO 28004KT 10SM BKN006 16/15 A3018 RMK AO2,KCGC,2019-01-14T03:15:00Z,28.87,-82.57,16.0,15.0,280,4,,10.0,30.180119,,,TRUE,TRUE,,,,,,,BKN,600,,,,,,,IFR,,,,,,,,,,,,METAR,3.0
KCFS 140315Z AUTO 00000KT 10SM CLR M10/M10 A3037 RMK AO2 T10961104,KCFS,2019-01-14T03:15:00Z,43.47,-83.45,-9.6,-10.4,0,0,,10.0,30.369095,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,214.0
KCEY 140315Z AUTO 32006KT 10SM OVC008 00/00 A3033 RMK AO1,KCEY,2019-01-14T03:15:00Z,36.67,-88.37,0.0,0.0,320,6,,10.0,30.33071,,,TRUE,TRUE,,,,,,,OVC,800,,,,,,,IFR,,,,,,,,,,,,METAR,176.0
KCDN 140315Z AUTO 36004KT 10SM OVC010 04/03 A3020 RMK AO2,KCDN,2019-01-14T03:15:00Z,34.28,-80.57,4.0,3.0,360,4,,10.0,30.200787,,,TRUE,TRUE,,,,,,,OVC,1000,,,,,,,MVFR,,,,,,,,,,,,METAR,92.0
KCBK 140315Z AUTO 22010KT 1/2SM FZFG OVC003 M02/M02 A3032 RMK AO2,KCBK,2019-01-14T03:15:00Z,39.43,-101.05,-2.0,-2.0,220,10,,0.5,30.318897,,,TRUE,TRUE,,,,,,FZFG,OVC,300,,,,,,,LIFR,,,,,,,,,,,,METAR,971.0
KCBG 140315Z AUTO 21006KT 10SM OVC017 01/M04 A3028 RMK AO2,KCBG,2019-01-14T03:15:00Z,45.57,-93.27,1.0,-4.0,210,6,,10.0,30.280512,,,TRUE,TRUE,,,,,,,OVC,1700,,,,,,,MVFR,,,,,,,,,,,,METAR,287.0
KCBF 140315Z AUTO 20004KT 1 1/4SM BR SCT002 M05/M05 A3039 RMK AO2,KCBF,2019-01-14T03:15:00Z,41.27,-95.77,-5.0,-5.0,200,4,,1.25,30.389763,,,TRUE,TRUE,,,,,,BR,SCT,200,,,,,,,IFR,,,,,,,,,,,,METAR,382.0
KCAV 140315Z AUTO 20007KT 7SM CLR M05/M06 A3036 RMK AO2 PWINO,KCAV,2019-01-14T03:15:00Z,42.75,-93.77,-5.0,-6.0,200,7,,7.0,30.360237,,,TRUE,TRUE,,,,,TRUE,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,354.0
KCAD 140315Z AUTO 00000KT 10SM CLR M13/M16 A3032 RMK AO2 T11401158,KCAD,2019-01-14T03:15:00Z,44.27,-85.42,-14.0,-15.8,0,0,,10.0,30.318897,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,398.0
KC35 140315Z AUTO 19004KT 10SM OVC018 M03/M06 A3038 RMK AO2 T10351062,KC35,2019-01-14T03:15:00Z,43.53,-89.98,-3.5,-6.2,190,4,,10.0,30.380905,,,TRUE,TRUE,,,,,,,OVC,1800,,,,,,,MVFR,,,,,,,,,,,,METAR,276.0
KBXK 140315Z AUTO 01004KT 10SM FEW120 10/08 A3012 RMK AO1,KBXK,2019-01-14T03:15:00Z,33.42,-112.68,10.0,8.0,10,4,,10.0,30.121063,,,TRUE,TRUE,,,,,,,FEW,12000,,,,,,,VFR,,,,,,,,,,,,METAR,315.0
KBWW 140315Z AUTO 29006KT 10SM CLR M01/M04 A3002 RMK AO2,KBWW,2019-01-14T03:15:00Z,46.17,-103.3,-1.0,-4.0,290,6,,10.0,30.02067,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,910.0
KBVU 140315Z AUTO 00000KT 10SM BKN075 09/M03 A3014 RMK AO2,KBVU,2019-01-14T03:15:00Z,35.95,-114.87,9.0,-3.0,0,0,,10.0,30.138779,,,TRUE,TRUE,,,,,,,BKN,7500,,,,,,,VFR,,,,,,,,,,,,METAR,671.0
KBUU 140315Z AUTO 00000KT 10SM OVC019 M04/M08 A3038 RMK AO2 T10361076,KBUU,2019-01-14T03:15:00Z,42.68,-88.3,-3.6,-7.6,0,0,,10.0,30.380905,,,TRUE,TRUE,,,,,,,OVC,1900,,,,,,,MVFR,,,,,,,,,,,,METAR,237.0
KBRY 140315Z AUTO 36006KT 10SM OVC015 00/M01 A3028 RMK AO1,KBRY,2019-01-14T03:15:00Z,37.82,-85.5,0.0,-1.0,360,6,,10.0,30.280512,,,TRUE,TRUE,,,,,,,OVC,1500,,,,,,,MVFR,,,,,,,,,,,,METAR,204.0
KBRG 140315Z AUTO 00000KT 10SM DZ OVC019 02/02 A3025 RMK AO2 T00210021,KBRG,2019-01-14T03:15:00Z,34.65,-106.83,2.1,2.1,0,0,,10.0,30.250984,,,TRUE,TRUE,,,,,,DZ,OVC,1900,,,,,,,MVFR,,,,,,,,,,,,METAR,1585.0
KBNW 140315Z AUTO 23005KT 5SM BR CLR M06/M06 A3037 RMK AO2,KBNW,2019-01-14T03:15:00Z,42.03,-93.83,-6.0,-6.0,230,5,,5.0,30.369095,,,TRUE,TRUE,,,,,,BR,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,354.0
KBKN 140315Z AUTO 01003KT 10SM OVC009 M01/M01 A3051 RMK AO2,KBKN,2019-01-14T03:15:00Z,36.75,-97.35,-1.0,-1.0,10,3,,10.0,30.510826,,,TRUE,TRUE,,,,,,,OVC,900,,,,,,,IFR,,,,,,,,,,,,METAR,314.0
KBDN 140315Z AUTO 36003KT 7SM OVC003 M03/M03 A3022 RMK AO2,KBDN,2019-01-14T03:15:00Z,44.1,-121.2,-3.0,-3.0,360,3,,7.0,30.221457,,,TRUE,TRUE,,,,,,,OVC,300,,,,,,,LIFR,,,,,,,,,,,,METAR,1055.0
KBDH 140315Z AUTO 22009G14KT 10SM OVC013 M01/M03 A3028 RMK AO2,KBDH,2019-01-14T03:15:00Z,45.12,-95.13,-1.0,-3.0,220,9,14,10.0,30.280512,,,TRUE,TRUE,,,,,,,OVC,1300,,,,,,,MVFR,,,,,,,,,,,,METAR,247.0
KBCK 140315Z AUTO 00000KT 10SM CLR M10/M11 A3036 RMK AO2 T11041108,KBCK,2019-01-14T03:15:00Z,44.25,-90.85,-10.4,-10.8,0,0,,10.0,30.360237,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,255.0
KBBG 140315Z AUTO 31007KT 4SM BR OVC006 00/M01 A3041 RMK AO2,KBBG,2019-01-14T03:15:00Z,36.53,-93.2,0.0,-1.0,310,7,,4.0,30.410433,,,TRUE,TRUE,,,,,,BR,OVC,600,,,,,,,IFR,,,,,,,,,,,,METAR,397.0
KBAC 140315Z AUTO 28008KT 5SM BR OVC004 M05/M05 A3020 RMK AO2,KBAC,2019-01-14T03:15:00Z,46.93,-98.02,-5.0,-5.0,280,8,,5.0,30.200787,,,TRUE,TRUE,,,,,,BR,OVC,400,,,,,,,LIFR,,,,,,,,,,,,METAR,427.0
KAXV 140315Z AUTO 03006KT 10SM OVC014 M02/M06 A3032 RMK AO2,KAXV,2019-01-14T03:15:00Z,40.5,-84.3,-2.0,-6.0,30,6,,10.0,30.318897,,,TRUE,TRUE,,,,,,,OVC,1400,,,,,,,MVFR,,,,,,,,,,,,METAR,279.0
